CustomerID,Date,Country,MonthYear,TotalAmount,CountOfUniqueInvoices
12363.0,2011-08-22,Unspecified,2011-08,252.9,1
12364.0,2011-08-19,Belgium,2011-08,623.92,1
12364.0,2011-09-22,Belgium,2011-09,79.8,1
12364.0,2011-10-30,Belgium,2011-10,299.06,1
12364.0,2011-12-02,Belgium,2011-12,310.32,1
12365.0,2011-02-21,Cyprus,2011-02,641.38,2
12367.0,2011-12-05,Denmark,2011-12,168.9,1
12370.0,2010-12-14,Cyprus,2010-12,1590.82,1
12370.0,2010-12-17,Austria,2010-12,277.2,1
12370.0,2011-03-10,Cyprus,2011-03,938.39,1
12370.0,2011-10-19,Cyprus,2011-10,739.28,1
12371.0,2011-10-11,Switzerland,2011-10,1527.96,1
12371.0,2011-10-26,Switzerland,2011-10,360.0,1
12372.0,2011-02-16,Denmark,2011-02,399.22,1
12372.0,2011-05-11,Denmark,2011-05,515.7,1
12372.0,2011-09-29,Denmark,2011-09,383.12,1
12373.0,2011-02-01,Austria,2011-02,364.6,1
12374.0,2011-11-14,Austria,2011-11,742.9300000000001,1
12375.0,2011-09-02,Finland,2011-09,230.3,1
12375.0,2011-11-29,Finland,2011-11,227.20000000000002,1
12377.0,2010-12-20,Switzerland,2010-12,1001.52,1
12377.0,2011-01-28,Switzerland,2011-01,626.6,1
12378.0,2011-08-02,Switzerland,2011-08,4008.62,1
12379.0,2011-06-22,Belgium,2011-06,459.84,1
12379.0,2011-09-19,Belgium,2011-09,392.40000000000003,1
12380.0,2011-06-07,Belgium,2011-06,607.5500000000001,1
12380.0,2011-09-22,Belgium,2011-09,626.01,1
12380.0,2011-10-14,Belgium,2011-10,450.86,1
12380.0,2011-11-18,Belgium,2011-11,1040.39,1
12381.0,2011-08-12,Norway,2011-08,1268.74,1
12381.0,2011-10-11,Norway,2011-10,6.0,1
12381.0,2011-10-12,Norway,2011-10,4.5,1
12381.0,2011-11-06,Norway,2011-11,419.06,1
12381.0,2011-12-05,Norway,2011-12,147.01,1
12383.0,2010-12-22,Belgium,2010-12,600.72,1
12383.0,2011-01-12,Belgium,2011-01,651.16,1
12383.0,2011-03-14,Belgium,2011-03,357.07,1
12383.0,2011-04-15,Belgium,2011-04,142.16,1
12383.0,2011-06-08,Belgium,2011-06,99.45,1
12384.0,2011-08-10,Switzerland,2011-08,292.69,1
12384.0,2011-11-11,Switzerland,2011-11,292.58,1
12386.0,2010-12-08,Australia,2010-12,258.9,1
12386.0,2011-01-06,Australia,2011-01,143.0,1
12388.0,2011-01-17,Australia,2011-01,431.3,1
12388.0,2011-02-07,Australia,2011-02,124.05000000000001,1
12388.0,2011-03-09,Australia,2011-03,210.9,1
12388.0,2011-07-14,Australia,2011-07,902.09,1
12388.0,2011-09-25,Australia,2011-09,825.9200000000001,1
12388.0,2011-11-24,Australia,2011-11,286.4,1
12390.0,2011-09-21,Belgium,2011-09,549.84,1
12391.0,2011-11-18,Cyprus,2011-11,460.89,1
12393.0,2011-01-11,Australia,2011-01,462.5,1
12393.0,2011-01-14,Australia,2011-01,177.00000000000003,1
12393.0,2011-04-08,Australia,2011-04,421.6,1
12393.0,2011-09-28,Australia,2011-09,521.5,1
12394.0,2011-05-06,Belgium,2011-05,381.08,1
12394.0,2011-10-07,Denmark,2011-10,891.4,1
12395.0,2010-12-03,Belgium,2010-12,346.1,1
12395.0,2010-12-17,Belgium,2010-12,333.82,1
12395.0,2011-02-11,Belgium,2011-02,231.51,1
12395.0,2011-03-23,Belgium,2011-03,326.5,1
12395.0,2011-05-05,Belgium,2011-05,149.97,1
12395.0,2011-05-12,Belgium,2011-05,181.82,1
12395.0,2011-06-30,Belgium,2011-06,163.9,1
12395.0,2011-08-19,Belgium,2011-08,165.95,1
12395.0,2011-10-04,Belgium,2011-10,346.68,1
12395.0,2011-11-08,Belgium,2011-11,506.55,2
12395.0,2011-11-20,Belgium,2011-11,265.83,1
12397.0,2011-07-27,Belgium,2011-07,1214.81,1
12397.0,2011-11-04,Belgium,2011-11,1195.09,1
12398.0,2011-10-25,Switzerland,2011-10,1635.6599999999999,1
12399.0,2011-03-23,Belgium,2011-03,288.05,1
12399.0,2011-05-10,Belgium,2011-05,480.90000000000003,1
12399.0,2011-06-09,Belgium,2011-06,130.08,1
12399.0,2011-08-12,Belgium,2011-08,209.62,1
12401.0,2011-02-09,Belgium,2011-02,84.3,1
12402.0,2011-01-20,Belgium,2011-01,225.6,1
12403.0,2011-10-21,Denmark,2011-10,427.7,1
12405.0,2011-07-14,Finland,2011-07,1710.39,1
12406.0,2011-06-09,Denmark,2011-06,1621.25,1
12406.0,2011-11-17,Denmark,2011-11,1794.05,1
12407.0,2011-03-20,Belgium,2011-03,226.3,1
12407.0,2011-04-18,Belgium,2011-04,269.66,1
12407.0,2011-07-06,Belgium,2011-07,719.06,1
12407.0,2011-07-28,Belgium,2011-07,192.34,1
12407.0,2011-10-21,Belgium,2011-10,300.76,1
12408.0,2011-03-24,Belgium,2011-03,837.59,2
12408.0,2011-06-17,Belgium,2011-06,654.18,1
12408.0,2011-09-02,Belgium,2011-09,642.28,1
12408.0,2011-11-07,Belgium,2011-11,754.5,1
12409.0,2011-06-10,Switzerland,2011-06,6207.08,1
12409.0,2011-09-21,Switzerland,2011-09,4.95,1
12409.0,2011-09-22,Switzerland,2011-09,4860.64,1
12410.0,2011-02-04,Switzerland,2011-02,693.3299999999999,2
12412.0,2011-06-23,Denmark,2011-06,514.5,1
12412.0,2011-07-25,Denmark,2011-07,376.24,1
12412.0,2011-09-26,Denmark,2011-09,336.14,1
12413.0,2011-01-06,France,2011-01,479.25,1
12413.0,2011-04-17,France,2011-04,84.65,1
12413.0,2011-10-04,France,2011-10,194.20000000000002,1
12414.0,2011-02-02,Austria,2011-02,153.76,1
12414.0,2011-04-26,Austria,2011-04,242.8,1
12414.0,2011-05-06,Austria,2011-05,165.85,1
12415.0,2011-01-06,Australia,2011-01,7011.38,1
12415.0,2011-01-10,Australia,2011-01,81.6,1
12415.0,2011-02-15,Australia,2011-02,14022.92,1
12415.0,2011-03-03,Australia,2011-03,16726.84,1
12415.0,2011-04-01,Australia,2011-04,350.0,1
12415.0,2011-05-17,Australia,2011-05,11924.800000000001,1
12415.0,2011-05-20,Australia,2011-05,766.3599999999999,1
12415.0,2011-06-15,Australia,2011-06,23426.81,2
12415.0,2011-07-13,Australia,2011-07,2796.36,2
12415.0,2011-07-19,Australia,2011-07,158.65,1
12415.0,2011-08-18,Australia,2011-08,21880.44,1
12415.0,2011-09-01,Australia,2011-09,2941.7200000000003,2
12415.0,2011-10-05,Australia,2011-10,16471.77,2
12415.0,2011-11-02,Australia,2011-11,624.24,1
12415.0,2011-11-03,Australia,2011-11,375.24,1
12415.0,2011-11-15,Australia,2011-11,5355.4,2
12417.0,2010-12-17,Belgium,2010-12,291.34,1
12417.0,2011-01-25,Belgium,2011-01,323.44,1
12417.0,2011-03-03,Belgium,2011-03,410.0,1
12417.0,2011-04-28,Spain,2011-04,436.3,1
12417.0,2011-06-05,Belgium,2011-06,437.19,1
12417.0,2011-08-04,Belgium,2011-08,355.56,1
12417.0,2011-08-25,Belgium,2011-08,562.69,1
12417.0,2011-10-31,Belgium,2011-10,462.85,1
12417.0,2011-12-06,Belgium,2011-12,369.73,1
12418.0,2011-08-19,Switzerland,2011-08,668.58,1
12420.0,2011-10-07,Cyprus,2011-10,600.39,1
12421.0,2011-01-24,Spain,2011-01,157.45,1
12421.0,2011-06-19,Spain,2011-06,239.35,1
12421.0,2011-08-17,Spain,2011-08,231.76,1
12421.0,2011-11-24,Spain,2011-11,178.48,1
12422.0,2011-01-19,Australia,2011-01,238.5,1
12422.0,2011-06-24,Switzerland,2011-06,417.36,1
12422.0,2011-09-05,Australia,2011-09,147.7,1
12423.0,2010-12-21,Belgium,2010-12,237.93,1
12423.0,2011-02-21,Belgium,2011-02,192.31,1
12423.0,2011-03-21,Belgium,2011-03,347.35,1
12423.0,2011-04-07,Belgium,2011-04,255.36,1
12423.0,2011-05-23,Belgium,2011-05,333.82,1
12423.0,2011-06-01,Belgium,2011-06,84.92,1
12423.0,2011-08-31,Belgium,2011-08,198.98,1
12423.0,2011-12-09,Belgium,2011-12,208.64000000000001,1
12424.0,2011-06-30,Australia,2011-06,1760.96,2
12425.0,2011-09-22,Portugal,2011-09,777.2,1
12426.0,2011-05-29,Germany,2011-05,582.73,1
12427.0,2010-12-03,Germany,2010-12,303.5,1
12427.0,2011-10-10,Germany,2011-10,282.58,1
12427.0,2011-11-18,Germany,2011-11,239.72,1
12428.0,2011-03-01,Finland,2011-03,4969.22,3
12428.0,2011-03-20,Finland,2011-03,409.2,1
12428.0,2011-03-30,Finland,2011-03,558.4,1
12428.0,2011-04-11,Finland,2011-04,373.72,1
12428.0,2011-07-05,Finland,2011-07,632.44,1
12428.0,2011-08-11,Finland,2011-08,605.14,1
12428.0,2011-11-14,Finland,2011-11,408.34000000000003,1
12429.0,2010-12-09,Denmark,2010-12,1281.5,1
12429.0,2011-04-26,Austria,2011-04,437.98,1
12429.0,2011-06-20,Denmark,2011-06,1125.4,1
12429.0,2011-11-30,Denmark,2011-11,905.52,1
12430.0,2011-10-27,Norway,2011-10,256.4,1
12431.0,2010-12-01,Australia,2010-12,358.25,1
12431.0,2010-12-17,Australia,2010-12,415.7,1
12431.0,2011-01-28,Australia,2011-01,384.68,1
12431.0,2011-02-17,Belgium,2011-02,640.1,1
12431.0,2011-02-27,Australia,2011-02,412.55,1
12431.0,2011-05-12,Australia,2011-05,475.16,1
12431.0,2011-05-23,Australia,2011-05,472.09,1
12431.0,2011-07-19,Australia,2011-07,483.02000000000004,1
12431.0,2011-07-24,Australia,2011-07,505.46,1
12431.0,2011-07-26,Australia,2011-07,118.8,1
12431.0,2011-08-12,Australia,2011-08,608.76,1
12431.0,2011-10-06,Australia,2011-10,678.76,2
12431.0,2011-10-10,Belgium,2011-10,332.68,1
12431.0,2011-11-04,Australia,2011-11,601.44,1
12432.0,2011-06-20,Norway,2011-06,3316.6600000000003,2
12432.0,2011-06-22,Norway,2011-06,700.0,1
12432.0,2011-10-28,Norway,2011-10,1042.66,2
12433.0,2010-12-01,Norway,2010-12,1919.1399999999999,1
12433.0,2010-12-08,Norway,2010-12,1867.98,1
12433.0,2011-09-09,Norway,2011-09,2608.11,1
12433.0,2011-10-27,Norway,2011-10,1498.66,1
12433.0,2011-11-30,Norway,2011-11,2843.29,1
12433.0,2011-12-09,Norway,2011-12,2638.69,2
12434.0,2011-03-24,Australia,2011-03,286.25,1
12434.0,2011-09-16,Australia,2011-09,519.89,1
12435.0,2011-03-17,Denmark,2011-03,3978.9900000000002,1
12435.0,2011-09-21,Denmark,2011-09,3850.9,1
12436.0,2011-09-01,Norway,2011-09,509.01,1
12437.0,2011-01-12,France,2011-01,392.7,1
12437.0,2011-02-02,France,2011-02,150.5,1
12437.0,2011-02-23,France,2011-02,439.76,2
12437.0,2011-03-16,France,2011-03,147.70999999999998,1
12437.0,2011-04-28,France,2011-04,209.10000000000002,1
12437.0,2011-05-18,France,2011-05,368.2,1
12437.0,2011-05-25,France,2011-05,267.12,1
12437.0,2011-06-15,France,2011-06,501.64,1
12437.0,2011-09-02,France,2011-09,334.68,2
12437.0,2011-09-22,France,2011-09,222.6,1
12437.0,2011-10-27,France,2011-10,263.46,1
12437.0,2011-11-03,France,2011-11,997.03,2
12437.0,2011-11-18,France,2011-11,198.6,1
12437.0,2011-11-30,France,2011-11,292.40999999999997,1
12437.0,2011-12-08,France,2011-12,165.9,1
12438.0,2011-07-22,Norway,2011-07,890.0699999999999,1
12438.0,2011-11-25,Norway,2011-11,2016.78,1
12441.0,2010-12-08,France,2010-12,173.55,1
12442.0,2011-12-06,Spain,2011-12,172.06,1
12444.0,2011-06-21,Norway,2011-06,1870.2,1
12444.0,2011-08-10,Norway,2011-08,757.0699999999999,1
12444.0,2011-09-15,Norway,2011-09,562.54,1
12444.0,2011-10-12,Norway,2011-10,879.01,1
12444.0,2011-11-18,Norway,2011-11,936.64,1
12445.0,2011-11-17,Spain,2011-11,133.4,1
12446.0,2011-10-13,RSA,2011-10,1002.3100000000001,1
12447.0,2011-04-10,Belgium,2011-04,476.49,1
12448.0,2011-10-26,Spain,2011-10,449.45,1
12449.0,2011-06-05,Belgium,2011-06,858.9300000000001,1
12449.0,2011-08-02,Belgium,2011-08,777.95,1
12449.0,2011-09-09,Belgium,2011-09,1087.7,1
12449.0,2011-11-17,Belgium,2011-11,1342.71,1
12450.0,2011-06-19,Spain,2011-06,101.88,1
12450.0,2011-07-06,Spain,2011-07,96.0,1
12451.0,2011-01-19,Switzerland,2011-01,2919.5099999999998,1
12451.0,2011-05-05,Switzerland,2011-05,2388.31,1
12451.0,2011-10-05,Switzerland,2011-10,2539.56,1
12451.0,2011-11-18,Switzerland,2011-11,925.64,1
12451.0,2011-11-29,Switzerland,2011-11,262.5,1
12452.0,2011-11-23,Switzerland,2011-11,430.57,2
12453.0,2011-07-28,Austria,2011-07,707.09,1
12454.0,2011-10-14,Spain,2011-10,3528.34,1
12455.0,2011-02-16,Cyprus,2011-02,1683.9,1
12455.0,2011-02-17,Cyprus,2011-02,15.0,1
12455.0,2011-06-03,Spain,2011-06,264.4,1
12455.0,2011-07-06,Spain,2011-07,134.5,1
12455.0,2011-08-04,Spain,2011-08,78.56,1
12455.0,2011-09-27,Spain,2011-09,290.5,1
12456.0,2011-03-30,Switzerland,2011-03,940.1700000000001,1
12456.0,2011-07-31,Switzerland,2011-07,1325.23,1
12456.0,2011-10-26,Switzerland,2011-10,915.64,1
12457.0,2011-04-14,Switzerland,2011-04,669.25,1
12457.0,2011-04-15,Switzerland,2011-04,219.0,1
12457.0,2011-04-20,Switzerland,2011-04,179.0,1
12457.0,2011-09-14,Switzerland,2011-09,743.28,1
12457.0,2011-09-15,Switzerland,2011-09,160.0,1
12457.0,2011-09-19,Cyprus,2011-09,196.35,1
12457.0,2011-10-04,Cyprus,2011-10,196.35,1
12458.0,2011-02-28,Switzerland,2011-02,441.92,1
12458.0,2011-09-29,Switzerland,2011-09,505.48,1
12461.0,2011-07-08,Switzerland,2011-07,626.88,1
12461.0,2011-09-06,Switzerland,2011-09,200.0,1
12462.0,2011-02-09,Spain,2011-02,762.11,1
12462.0,2011-11-21,Spain,2011-11,427.48,1
12463.0,2011-04-12,Belgium,2011-04,350.57,1
12463.0,2011-05-17,Belgium,2011-05,297.38,1
12463.0,2011-06-17,Belgium,2011-06,337.84000000000003,1
12463.0,2011-10-17,Belgium,2011-10,358.99,1
12464.0,2011-02-03,Belgium,2011-02,213.89999999999998,1
12464.0,2011-02-28,Belgium,2011-02,149.95,1
12464.0,2011-05-23,Belgium,2011-05,181.0,2
12464.0,2011-07-13,Belgium,2011-07,45.599999999999994,1
12464.0,2011-08-25,Belgium,2011-08,190.1,1
12464.0,2011-11-17,Belgium,2011-11,149.6,1
12464.0,2011-11-29,Belgium,2011-11,281.9,1
12465.0,2011-06-23,Belgium,2011-06,440.94,1
12465.0,2011-11-22,Belgium,2011-11,301.25,1
12468.0,2011-01-27,Germany,2011-01,220.59,1
12468.0,2011-06-05,Germany,2011-06,508.95000000000005,1
12471.0,2010-12-10,Germany,2010-12,2360.41,2
12471.0,2010-12-17,Germany,2010-12,1513.95,2
12471.0,2011-01-13,Germany,2011-01,753.4499999999999,1
12471.0,2011-02-03,Germany,2011-02,947.4,1
12471.0,2011-02-23,Germany,2011-02,388.3,1
12471.0,2011-03-18,Germany,2011-03,878.3199999999999,2
12471.0,2011-04-04,Germany,2011-04,674.29,2
12471.0,2011-05-13,Germany,2011-05,881.1999999999999,2
12471.0,2011-07-04,Germany,2011-07,30.0,1
12471.0,2011-07-07,Germany,2011-07,948.26,2
12471.0,2011-08-22,Germany,2011-08,1127.02,1
12471.0,2011-08-24,Germany,2011-08,613.8,2
12471.0,2011-09-16,Germany,2011-09,440.5,1
12471.0,2011-09-22,Germany,2011-09,223.26,1
12471.0,2011-10-05,Germany,2011-10,2385.38,2
12471.0,2011-11-03,Germany,2011-11,725.72,1
12471.0,2011-11-17,Germany,2011-11,1072.1200000000001,1
12471.0,2011-11-24,Germany,2011-11,923.28,2
12471.0,2011-11-29,Germany,2011-11,698.88,2
12471.0,2011-12-07,Germany,2011-12,2238.5099999999998,1
12472.0,2010-12-05,Germany,2010-12,1631.3,1
12472.0,2011-01-26,Germany,2011-01,825.36,1
12472.0,2011-03-17,Germany,2011-03,592.18,1
12472.0,2011-06-13,Germany,2011-06,1266.66,1
12472.0,2011-07-24,Germany,2011-07,612.1,1
12472.0,2011-10-19,Germany,2011-10,1376.43,1
12472.0,2011-11-07,Germany,2011-11,268.08,1
12473.0,2011-06-01,Germany,2011-06,672.1899999999999,1
12473.0,2011-08-17,Germany,2011-08,514.06,1
12473.0,2011-10-17,Germany,2011-10,1697.98,1
12473.0,2011-11-10,Germany,2011-11,1054.32,2
12474.0,2011-01-14,Germany,2011-01,249.4,2
12474.0,2011-01-26,Germany,2011-01,350.4,1
12474.0,2011-02-25,Germany,2011-02,287.58000000000004,1
12474.0,2011-03-18,Germany,2011-03,806.47,1
12474.0,2011-03-28,Germany,2011-03,257.2,1
12474.0,2011-05-17,Germany,2011-05,760.28,1
12474.0,2011-05-23,Germany,2011-05,7.800000000000001,1
12474.0,2011-06-21,Germany,2011-06,427.76,1
12474.0,2011-06-26,Germany,2011-06,44.25,1
12474.0,2011-07-12,Germany,2011-07,191.60000000000002,1
12474.0,2011-07-25,Germany,2011-07,513.64,1
12474.0,2011-09-02,Germany,2011-09,465.68,1
12474.0,2011-10-11,Germany,2011-10,522.36,1
12474.0,2011-10-17,Germany,2011-10,572.23,1
12474.0,2011-10-20,Germany,2011-10,740.41,1
12474.0,2011-11-15,Germany,2011-11,762.5600000000001,1
12474.0,2011-11-22,Germany,2011-11,416.17,1
12475.0,2011-10-17,Germany,2011-10,723.38,1
12476.0,2010-12-13,Germany,2010-12,12.45,1
12476.0,2011-01-31,Germany,2011-01,549.58,1
12476.0,2011-02-14,Germany,2011-02,160.2,1
12476.0,2011-04-19,Germany,2011-04,1411.67,1
12476.0,2011-05-05,Germany,2011-05,311.2,1
12476.0,2011-07-21,Germany,2011-07,746.5699999999999,1
12476.0,2011-09-16,Germany,2011-09,533.6,1
12476.0,2011-10-25,Germany,2011-10,1097.16,2
12476.0,2011-11-14,Germany,2011-11,243.53,1
12476.0,2011-11-24,Germany,2011-11,1750.46,1
12477.0,2011-02-11,Germany,2011-02,2355.9500000000003,1
12477.0,2011-04-14,Germany,2011-04,2221.02,1
12477.0,2011-08-31,Germany,2011-08,4257.0599999999995,1
12477.0,2011-10-07,Germany,2011-10,1059.24,1
12477.0,2011-10-14,Germany,2011-10,1288.78,1
12477.0,2011-11-17,Germany,2011-11,2037.69,1
12478.0,2011-12-06,Greece,2011-12,680.99,1
12479.0,2011-11-28,Germany,2011-11,527.2,1
12480.0,2011-01-07,Germany,2011-01,816.25,1
12480.0,2011-03-17,Germany,2011-03,771.02,1
12480.0,2011-07-19,Germany,2011-07,557.6800000000001,1
12480.0,2011-11-11,Germany,2011-11,1136.6799999999998,1
12481.0,2010-12-09,Germany,2010-12,159.38,1
12481.0,2010-12-20,Germany,2010-12,631.96,1
12481.0,2011-01-07,Germany,2011-01,603.09,1
12481.0,2011-03-28,Germany,2011-03,832.34,2
12481.0,2011-05-19,Germany,2011-05,873.78,2
12481.0,2011-06-13,Germany,2011-06,1001.21,1
12481.0,2011-10-05,Germany,2011-10,1307.76,1
12481.0,2011-11-17,Germany,2011-11,186.79999999999998,1
12483.0,2011-01-04,Sweden,2011-01,547.56,1
12483.0,2011-04-27,Sweden,2011-04,323.0,1
12483.0,2011-05-11,Sweden,2011-05,8.5,1
12483.0,2011-05-18,Sweden,2011-05,115.60000000000001,1
12483.0,2011-06-09,Sweden,2011-06,319.95,1
12483.0,2011-09-02,Sweden,2011-09,309.45,1
12483.0,2011-10-30,Sweden,2011-10,454.2,1
12483.0,2011-11-22,Sweden,2011-11,406.72,1
12484.0,2011-01-07,Spain,2011-01,1138.67,1
12484.0,2011-06-16,Spain,2011-06,1137.99,1
12484.0,2011-08-28,Spain,2011-08,1246.49,1
12484.0,2011-08-31,Spain,2011-08,140.0,1
12484.0,2011-11-04,Spain,2011-11,738.57,1
12484.0,2011-11-07,Spain,2011-11,140.0,1
12488.0,2011-09-25,France,2011-09,553.39,1
12488.0,2011-10-31,France,2011-10,214.06,1
12488.0,2011-11-30,France,2011-11,531.21,1
12489.0,2011-01-07,France,2011-01,334.93,1
12490.0,2011-01-14,France,2011-01,864.22,1
12490.0,2011-05-09,France,2011-05,331.5,1
12490.0,2011-06-20,France,2011-06,484.06,1
12490.0,2011-07-24,France,2011-07,412.93,1
12490.0,2011-08-31,France,2011-08,424.06,1
12490.0,2011-09-07,France,2011-09,1035.82,1
12490.0,2011-11-02,France,2011-11,633.44,1
12490.0,2011-11-14,France,2011-11,411.72,1
12490.0,2011-11-22,France,2011-11,357.88,1
12490.0,2011-12-04,France,2011-12,462.3,1
12491.0,2011-11-01,France,2011-11,460.40000000000003,1
12492.0,2011-08-26,Germany,2011-08,126.39000000000001,1
12492.0,2011-10-07,Germany,2011-10,136.82,1
12493.0,2011-05-26,France,2011-05,232.5,1
12493.0,2011-06-27,France,2011-06,201.24,1
12494.0,2010-12-09,France,2010-12,57.6,1
12494.0,2010-12-16,France,2010-12,4.949999999999999,1
12494.0,2011-02-17,France,2011-02,250.0,1
12494.0,2011-05-27,France,2011-05,403.09000000000003,1
12494.0,2011-07-01,France,2011-07,153.22,1
12494.0,2011-10-30,France,2011-10,214.74,1
12494.0,2011-11-24,France,2011-11,162.5,1
12497.0,2011-09-19,Germany,2011-09,1043.1,1
12498.0,2011-10-13,Germany,2011-10,247.25,1
12498.0,2011-11-18,Germany,2011-11,156.45,2
12500.0,2011-01-10,Germany,2011-01,344.94,1
12500.0,2011-02-17,Germany,2011-02,373.98,1
12500.0,2011-03-03,Germany,2011-03,249.84,1
12500.0,2011-03-18,Germany,2011-03,241.44000000000003,1
12500.0,2011-06-24,Germany,2011-06,185.64000000000001,1
12500.0,2011-08-25,Germany,2011-08,378.0,1
12500.0,2011-10-06,Germany,2011-10,150.25,1
12500.0,2011-10-19,Germany,2011-10,620.04,2
12500.0,2011-10-21,Germany,2011-10,1096.65,1
12500.0,2011-11-16,Germany,2011-11,617.04,1
12501.0,2011-01-07,Germany,2011-01,2169.39,1
12502.0,2011-02-03,Spain,2011-02,617.25,1
12502.0,2011-03-16,Spain,2011-03,702.8,1
12502.0,2011-05-06,Spain,2011-05,522.6,1
12502.0,2011-08-04,Spain,2011-08,788.87,1
12502.0,2011-09-05,Spain,2011-09,1092.35,1
12504.0,2011-11-09,Germany,2011-11,449.4,1
12504.0,2011-11-21,Germany,2011-11,32.65,1
12506.0,2011-04-21,France,2011-04,73.5,1
12507.0,2011-02-14,Spain,2011-02,446.16,1
12507.0,2011-07-07,Spain,2011-07,46.75,1
12507.0,2011-07-28,Spain,2011-07,811.9,1
12508.0,2011-11-10,France,2011-11,275.19,1
12508.0,2011-11-13,France,2011-11,123.08,1
12509.0,2011-02-28,France,2011-02,176.5,1
12510.0,2011-01-18,Spain,2011-01,681.05,1
12510.0,2011-07-20,Spain,2011-07,301.52,1
12512.0,2011-10-04,Israel,2011-10,138.03,2
12513.0,2011-08-19,France,2011-08,612.29,1
12514.0,2011-03-17,Italy,2011-03,1017.68,1
12515.0,2010-12-21,Italy,2010-12,383.7,1
12516.0,2011-06-12,Germany,2011-06,583.2,1
12516.0,2011-09-23,Germany,2011-09,728.86,1
12517.0,2011-06-02,Germany,2011-06,766.95,1
12517.0,2011-08-05,Germany,2011-08,771.75,1
12517.0,2011-09-27,Germany,2011-09,417.2,1
12517.0,2011-11-11,Germany,2011-11,546.94,2
12518.0,2011-08-21,Germany,2011-08,324.83,1
12518.0,2011-09-23,Germany,2011-09,524.9,1
12518.0,2011-10-12,Germany,2011-10,381.06,1
12518.0,2011-11-11,Germany,2011-11,486.96000000000004,1
12518.0,2011-12-09,Germany,2011-12,339.14,1
12519.0,2011-10-07,Germany,2011-10,340.84,1
12520.0,2011-03-11,Germany,2011-03,987.42,1
12520.0,2011-03-25,Germany,2011-03,246.54,1
12520.0,2011-05-19,Germany,2011-05,463.59999999999997,1
12520.0,2011-07-20,Germany,2011-07,348.29,1
12520.0,2011-09-21,Germany,2011-09,588.41,1
12521.0,2011-07-20,Germany,2011-07,599.68,1
12522.0,2011-10-19,Germany,2011-10,89.4,1
12522.0,2011-10-31,Germany,2011-10,103.32,1
12523.0,2011-01-12,France,2011-01,102.95,1
12523.0,2011-02-21,France,2011-02,143.4,1
12523.0,2011-03-16,France,2011-03,115.09,1
12523.0,2011-04-01,France,2011-04,138.75,1
12523.0,2011-07-27,France,2011-07,204.75,1
12523.0,2011-08-21,France,2011-08,128.55,1
