Date,CustomerID,Country,TotalAmount,AvgAmount,CountOfInvoices
2010-12-01,15525.0,United Kingdom,313.93,5.507543859649123,1
2010-12-01,15605.0,United Kingdom,194.85,16.2375,1
2010-12-01,15862.0,United Kingdom,354.23,5.53484375,1
2010-12-01,15922.0,United Kingdom,369.5,33.59090909090909,1
2010-12-01,15983.0,United Kingdom,440.89,13.7778125,1
2010-12-01,16029.0,United Kingdom,3702.12,462.765,2
2010-12-01,16048.0,United Kingdom,256.44,32.055,2
2010-12-01,16098.0,United Kingdom,430.6,35.88333333333333,1
2010-12-01,16210.0,United Kingdom,2474.7400000000002,176.7671428571429,1
2010-12-01,16218.0,United Kingdom,471.3,16.83214285714286,1
2010-12-01,16250.0,United Kingdom,226.14000000000001,16.152857142857144,1
2010-12-01,16274.0,United Kingdom,357.95,5.342537313432835,1
2010-12-01,16456.0,United Kingdom,787.4,49.2125,1
2010-12-01,16539.0,United Kingdom,442.34999999999997,21.064285714285713,1
2010-12-01,16552.0,United Kingdom,95.28999999999999,19.058,1
2010-12-01,16583.0,United Kingdom,233.45,16.675,1
2010-12-01,16835.0,United Kingdom,81.75,16.35,1
2010-12-01,16928.0,United Kingdom,116.25,19.375,1
2010-12-01,16955.0,United Kingdom,156.1,26.016666666666666,1
2010-12-01,17025.0,United Kingdom,160.97,32.194,2
2010-12-01,17069.0,United Kingdom,277.05,25.186363636363637,1
2010-12-01,17181.0,United Kingdom,155.52,77.76,1
2010-12-01,17346.0,United Kingdom,146.61,4.1888571428571435,1
2010-12-01,17377.0,United Kingdom,223.9,14.926666666666668,1
2010-12-01,17420.0,United Kingdom,130.85,18.692857142857143,1
2010-12-01,17460.0,United Kingdom,19.9,19.9,1
2010-12-01,17511.0,United Kingdom,1825.74,76.0725,1
2010-12-01,17572.0,United Kingdom,70.80000000000001,17.700000000000003,1
2010-12-01,17643.0,United Kingdom,101.55,12.69375,1
2010-12-01,17690.0,United Kingdom,376.8,26.914285714285715,2
2010-12-01,17760.0,United Kingdom,172.54,19.17111111111111,1
2010-12-01,17809.0,United Kingdom,34.8,34.8,1
2010-12-01,17841.0,United Kingdom,537.38,8.267384615384616,1
2010-12-01,17850.0,United Kingdom,1499.34,17.849285714285713,10
2010-12-01,17873.0,United Kingdom,215.14999999999998,23.90555555555555,1
2010-12-01,17897.0,United Kingdom,165.89,4.739714285714285,1
2010-12-01,17905.0,United Kingdom,201.75,8.771739130434783,1
2010-12-01,17908.0,United Kingdom,243.28,4.19448275862069,1
2010-12-01,17920.0,United Kingdom,514.41,6.35074074074074,1
2010-12-01,17924.0,United Kingdom,279.0,139.5,1
2010-12-01,17951.0,United Kingdom,295.5,59.1,1
2010-12-01,17968.0,United Kingdom,277.35,3.2629411764705885,1
2010-12-01,18011.0,United Kingdom,102.78999999999999,3.671071428571428,1
2010-12-01,18074.0,United Kingdom,489.6,37.66153846153846,1
2010-12-01,18085.0,United Kingdom,303.9,33.766666666666666,1
2010-12-01,18144.0,United Kingdom,165.04999999999998,55.01666666666666,1
2010-12-01,18229.0,United Kingdom,344.2,49.17142857142857,1
2010-12-02,12738.0,Germany,155.35,14.122727272727273,1
2010-12-02,12748.0,United Kingdom,4.25,4.25,1
2010-12-02,12855.0,United Kingdom,38.1,12.700000000000001,1
2010-12-02,12915.0,United Kingdom,199.65,15.357692307692307,1
2010-12-02,12971.0,United Kingdom,45.12,9.024,1
2010-12-02,13011.0,United Kingdom,50.550000000000004,16.85,1
2010-12-02,13090.0,United Kingdom,160.6,40.15,1
2010-12-02,13108.0,United Kingdom,350.06,35.006,1
2010-12-02,13117.0,United Kingdom,202.12,13.474666666666668,1
2010-12-02,13138.0,United Kingdom,193.23,13.802142857142856,1
2010-12-02,13145.0,United Kingdom,295.0,295.0,1
2010-12-02,13305.0,United Kingdom,136.2,27.24,1
2010-12-02,13402.0,United Kingdom,308.28000000000003,18.134117647058826,1
2010-12-02,13418.0,United Kingdom,623.24,27.097391304347827,2
2010-12-02,13491.0,United Kingdom,98.9,14.12857142857143,1
2010-12-02,13715.0,United Kingdom,272.65000000000003,18.17666666666667,1
2010-12-02,13767.0,United Kingdom,322.8,80.7,1
2010-12-02,13798.0,United Kingdom,408.0,408.0,1
2010-12-02,13941.0,United Kingdom,1095.1200000000001,99.55636363636364,1
2010-12-02,14031.0,United Kingdom,1714.25,68.57,1
2010-12-02,14047.0,United Kingdom,286.92,23.91,1
2010-12-02,14060.0,United Kingdom,339.84,42.48,1
2010-12-02,14135.0,United Kingdom,485.25,21.097826086956523,1
2010-12-02,14180.0,United Kingdom,201.75,16.8125,1
2010-12-02,14236.0,United Kingdom,189.3,63.1,1
2010-12-02,14388.0,United Kingdom,312.8,14.895238095238096,1
2010-12-02,14390.0,United Kingdom,223.7,8.285185185185185,1
2010-12-02,14395.0,United Kingdom,308.68,11.432592592592593,1
2010-12-02,14449.0,United Kingdom,210.24,4.2048000000000005,1
2010-12-02,14466.0,United Kingdom,379.75,37.975,1
2010-12-02,14491.0,United Kingdom,127.2,31.8,1
2010-12-02,14573.0,United Kingdom,413.1,5.435526315789474,1
2010-12-02,14576.0,United Kingdom,35.400000000000006,35.400000000000006,1
2010-12-02,14741.0,United Kingdom,184.5,20.5,1
2010-12-02,14775.0,United Kingdom,406.56,20.328,1
2010-12-02,14829.0,United Kingdom,236.97,12.472105263157895,1
2010-12-02,14865.0,United Kingdom,37.2,12.4,1
2010-12-02,14901.0,United Kingdom,204.15,11.341666666666667,1
2010-12-02,14911.0,EIRE,22.5,22.5,1
2010-12-02,15061.0,United Kingdom,9407.34,128.86767123287672,6
2010-12-02,15070.0,United Kingdom,106.2,106.2,1
2010-12-02,15093.0,United Kingdom,623.73,38.983125,1
2010-12-02,15107.0,United Kingdom,116.0,23.2,1
2010-12-02,15111.0,United Kingdom,288.5,18.03125,1
2010-12-02,15260.0,United Kingdom,420.5,24.735294117647058,2
2010-12-02,15299.0,United Kingdom,1835.01,611.67,3
2010-12-02,15363.0,United Kingdom,326.0,20.375,1
2010-12-02,15544.0,United Kingdom,354.54,13.636153846153848,1
2010-12-02,15574.0,United Kingdom,375.65,3.1045454545454545,1
2010-12-02,15601.0,United Kingdom,768.38,16.007916666666667,1
2010-12-02,15640.0,United Kingdom,333.72,47.674285714285716,1
2010-12-02,15646.0,United Kingdom,189.8,11.164705882352942,1
2010-12-02,15658.0,United Kingdom,306.2,21.87142857142857,1
2010-12-02,15694.0,United Kingdom,306.4,51.06666666666666,1
2010-12-02,15732.0,United Kingdom,138.1,27.619999999999997,1
2010-12-02,15738.0,United Kingdom,329.65,23.54642857142857,1
2010-12-02,15752.0,United Kingdom,259.65000000000003,18.546428571428574,1
2010-12-02,15823.0,United Kingdom,15.0,15.0,1
2010-12-02,15827.0,United Kingdom,190.93,13.637857142857143,2
2010-12-02,15923.0,United Kingdom,127.08,6.051428571428572,1
2010-12-02,15955.0,United Kingdom,572.38,28.619,1
2010-12-02,16029.0,United Kingdom,569.4,142.35,1
2010-12-02,16150.0,United Kingdom,393.42,17.882727272727273,1
2010-12-02,16186.0,United Kingdom,307.68,15.384,1
2010-12-02,16203.0,United Kingdom,170.7,15.518181818181818,1
2010-12-02,16244.0,United Kingdom,1056.63,16.771904761904764,1
2010-12-02,16510.0,United Kingdom,248.1,19.084615384615383,1
2010-12-02,16546.0,United Kingdom,299.40000000000003,49.900000000000006,1
2010-12-02,16634.0,United Kingdom,164.8,20.6,1
2010-12-02,16752.0,United Kingdom,207.5,23.055555555555557,1
2010-12-02,16754.0,United Kingdom,2002.4,1001.2,1
2010-12-02,16770.0,United Kingdom,130.8,21.8,1
2010-12-02,16781.0,United Kingdom,311.25,18.308823529411764,1
2010-12-02,16916.0,United Kingdom,198.08,3.9616000000000002,1
2010-12-02,17017.0,United Kingdom,877.32,38.14434782608696,2
2010-12-02,17228.0,United Kingdom,183.3,10.183333333333334,1
2010-12-02,17235.0,United Kingdom,341.90000000000003,34.190000000000005,1
2010-12-02,17287.0,United Kingdom,113.92,8.763076923076923,1
2010-12-02,17381.0,United Kingdom,1036.08,172.67999999999998,2
2010-12-02,17412.0,United Kingdom,197.3,24.6625,1
2010-12-02,17460.0,United Kingdom,50.400000000000006,50.400000000000006,1
2010-12-02,17552.0,United Kingdom,298.52,22.963076923076922,2
2010-12-02,17567.0,United Kingdom,517.95,19.183333333333334,1
2010-12-02,17581.0,United Kingdom,786.78,20.704736842105262,2
2010-12-02,17659.0,United Kingdom,247.8,20.650000000000002,1
2010-12-02,17685.0,United Kingdom,452.52,37.71,1
2010-12-02,17732.0,United Kingdom,303.97,16.887222222222224,1
2010-12-02,17757.0,United Kingdom,143.45000000000002,6.236956521739131,1
2010-12-02,17802.0,United Kingdom,100.2,8.35,1
2010-12-02,17838.0,United Kingdom,717.1600000000001,23.1341935483871,1
2010-12-02,17850.0,United Kingdom,3891.87,18.27169014084507,24
2010-12-02,17855.0,United Kingdom,208.97,12.292352941176471,1
2010-12-02,17925.0,United Kingdom,244.08,244.08,1
2010-12-02,17961.0,United Kingdom,127.55,4.3982758620689655,1
2010-12-02,17964.0,United Kingdom,261.76,7.478857142857143,1
2010-12-02,17976.0,United Kingdom,353.19,5.433692307692308,1
2010-12-02,18041.0,United Kingdom,428.94,5.295555555555556,2
2010-12-02,18168.0,United Kingdom,263.3,9.751851851851852,1
2010-12-02,18239.0,United Kingdom,438.1,15.10689655172414,1
2010-12-03,12395.0,Belgium,346.1,28.84166666666667,1
2010-12-03,12427.0,Germany,303.5,30.35,1
2010-12-03,12557.0,Spain,620.0,124.0,1
2010-12-03,12600.0,Germany,76.5,38.25,1
2010-12-03,12682.0,France,336.24,21.015,1
2010-12-03,12686.0,France,89.14,12.734285714285715,1
2010-12-03,12712.0,Germany,175.53,19.503333333333334,1
2010-12-03,12725.0,Italy,427.8,17.825,1
2010-12-03,12779.0,Poland,248.16,31.02,1
2010-12-03,12793.0,Portugal,131.8,18.82857142857143,1
2010-12-03,12841.0,United Kingdom,294.25,12.260416666666666,1
2010-12-03,12967.0,United Kingdom,1368.4,91.22666666666667,1
2010-12-03,13013.0,United Kingdom,1528.34,22.811044776119402,2
2010-12-03,13081.0,United Kingdom,2366.78,31.983513513513515,2
2010-12-03,13370.0,United Kingdom,754.87,19.355641025641027,1
2010-12-03,13408.0,United Kingdom,534.0,178.0,1
2010-12-03,13520.0,Switzerland,303.4,50.56666666666666,1
2010-12-03,14083.0,United Kingdom,309.54,4.69,1
2010-12-03,14156.0,EIRE,322.2,107.39999999999999,1
2010-12-03,14210.0,United Kingdom,304.95000000000005,20.330000000000002,1
2010-12-03,14396.0,United Kingdom,110.35000000000001,3.245588235294118,1
2010-12-03,14589.0,United Kingdom,39.75,13.25,1
2010-12-03,14680.0,United Kingdom,1680.88,120.06285714285715,1
2010-12-03,14723.0,United Kingdom,250.94,5.835813953488372,2
2010-12-03,14898.0,United Kingdom,98.5,32.833333333333336,1
2010-12-03,14911.0,EIRE,1705.65,24.02323943661972,1
2010-12-03,15373.0,United Kingdom,334.3,30.39090909090909,1
2010-12-03,15545.0,United Kingdom,135.32999999999998,4.365483870967742,1
2010-12-03,15769.0,United Kingdom,91.8,91.8,1
2010-12-03,16013.0,United Kingdom,1062.0,354.0,2
2010-12-03,16140.0,United Kingdom,124.14,17.734285714285715,1
2010-12-03,16455.0,United Kingdom,381.3,20.068421052631578,2
2010-12-03,16477.0,United Kingdom,225.65,16.117857142857144,1
2010-12-03,16725.0,United Kingdom,122.15,4.886,1
2010-12-03,16883.0,United Kingdom,128.03,7.531176470588235,1
2010-12-03,16891.0,United Kingdom,232.26,3.366086956521739,1
2010-12-03,16905.0,United Kingdom,254.4,25.44,1
2010-12-03,16926.0,United Kingdom,230.25,16.446428571428573,1
2010-12-03,17135.0,United Kingdom,215.57999999999998,23.953333333333333,1
2010-12-03,17198.0,United Kingdom,272.01,5.132264150943396,1
2010-12-03,17238.0,United Kingdom,370.09000000000003,6.168166666666667,2
2010-12-03,17396.0,United Kingdom,397.5,132.5,1
2010-12-03,17787.0,United Kingdom,736.28,23.750967741935483,1
2010-12-03,17809.0,United Kingdom,1216.7,86.90714285714286,2
2010-12-03,17819.0,United Kingdom,591.47,49.28916666666667,1
2010-12-03,17841.0,United Kingdom,339.54,11.708275862068966,1
2010-12-03,17884.0,United Kingdom,187.51,6.696785714285714,1
2010-12-03,17949.0,United Kingdom,1314.0,1314.0,1
2010-12-03,17954.0,United Kingdom,108.78,7.7700000000000005,1
2010-12-03,17967.0,United Kingdom,123.07,2.5639583333333333,1
2010-12-05,12472.0,Germany,1631.3,23.304285714285715,1
2010-12-05,12567.0,France,1526.92,24.2368253968254,1
2010-12-05,12647.0,Germany,372.0,19.57894736842105,2
2010-12-05,12720.0,Germany,473.39,15.779666666666666,1
2010-12-05,12747.0,United Kingdom,358.56,51.222857142857144,1
2010-12-05,12748.0,United Kingdom,966.4,4.981443298969072,6
2010-12-05,12763.0,Japan,320.08,20.005,1
2010-12-05,12841.0,United Kingdom,211.74,9.20608695652174,1
2010-12-05,13034.0,United Kingdom,165.86,15.07818181818182,1
2010-12-05,13069.0,United Kingdom,332.5,7.732558139534884,2
2010-12-05,13089.0,United Kingdom,734.3999999999999,367.19999999999993,1
2010-12-05,13174.0,United Kingdom,1415.97,8.378520710059172,1
2010-12-05,13269.0,United Kingdom,351.43,29.285833333333333,1
2010-12-05,13506.0,United Kingdom,301.12,17.71294117647059,1
2010-12-05,13579.0,United Kingdom,164.7,18.299999999999997,1
2010-12-05,13767.0,United Kingdom,806.28,62.02153846153846,1
2010-12-05,13831.0,United Kingdom,408.0,204.0,1
2010-12-05,13838.0,United Kingdom,238.11,4.579038461538461,1
2010-12-05,14081.0,United Kingdom,423.52,6.137971014492753,1
2010-12-05,14161.0,United Kingdom,283.15,10.890384615384615,1
2010-12-05,14404.0,United Kingdom,133.48,5.133846153846154,1
2010-12-05,14506.0,United Kingdom,269.7,5.394,1
2010-12-05,14527.0,United Kingdom,292.95,10.4625,1
2010-12-05,14606.0,United Kingdom,192.68,4.5876190476190475,1
2010-12-05,14800.0,United Kingdom,555.84,10.898823529411766,1
2010-12-05,14810.0,United Kingdom,180.44,7.845217391304348,1
2010-12-05,14813.0,United Kingdom,155.43,5.181,2
2010-12-05,15023.0,United Kingdom,460.6,12.44864864864865,1
2010-12-05,15038.0,United Kingdom,126.42999999999999,3.612285714285714,1
2010-12-05,15235.0,United Kingdom,85.55000000000001,21.387500000000003,1
2010-12-05,15311.0,United Kingdom,650.64,19.716363636363635,1
2010-12-05,15332.0,Lithuania,1598.06,47.00176470588235,3
2010-12-05,15351.0,United Kingdom,274.67,5.385686274509804,1
2010-12-05,15426.0,United Kingdom,411.42,4.783953488372093,1
2010-12-05,15465.0,United Kingdom,535.75,76.53571428571429,1
2010-12-05,15502.0,United Kingdom,736.7,33.48636363636364,2
2010-12-05,15555.0,United Kingdom,198.43,6.2009375,1
2010-12-05,15570.0,United Kingdom,517.65,11.764772727272726,1
2010-12-05,15708.0,United Kingdom,350.68,8.34952380952381,1
2010-12-05,15716.0,United Kingdom,547.1,14.397368421052633,1
2010-12-05,15808.0,United Kingdom,1021.45,15.96015625,1
2010-12-05,15867.0,United Kingdom,112.9,3.893103448275862,1
2010-12-05,15880.0,United Kingdom,343.28,3.269333333333333,1
2010-12-05,15889.0,United Kingdom,297.92,4.513939393939395,1
2010-12-05,15894.0,United Kingdom,156.74,4.124736842105263,1
2010-12-05,15953.0,United Kingdom,209.84,13.115,1
2010-12-05,16033.0,United Kingdom,155.64000000000001,5.986153846153846,1
2010-12-05,16143.0,United Kingdom,355.75,22.234375,1
2010-12-05,16168.0,United Kingdom,275.8,91.93333333333334,1
2010-12-05,16241.0,United Kingdom,277.65000000000003,19.83214285714286,1
2010-12-05,16327.0,United Kingdom,535.6,8.115151515151515,1
2010-12-05,16353.0,United Kingdom,204.0,204.0,1
2010-12-05,16393.0,United Kingdom,184.8,18.48,1
2010-12-05,16402.0,United Kingdom,211.8,3.7157894736842105,1
2010-12-05,16411.0,United Kingdom,131.5,6.261904761904762,1
2010-12-05,16422.0,United Kingdom,1668.2,128.32307692307694,1
2010-12-05,16718.0,United Kingdom,623.75,13.86111111111111,1
2010-12-05,16814.0,United Kingdom,273.29,18.219333333333335,1
2010-12-05,16839.0,United Kingdom,552.24,110.44800000000001,1
2010-12-05,16931.0,United Kingdom,152.05,3.708536585365854,1
2010-12-05,16983.0,United Kingdom,163.49,18.165555555555557,1
2010-12-05,17026.0,United Kingdom,33.15,11.049999999999999,1
2010-12-05,17059.0,United Kingdom,722.36,6.174017094017094,1
2010-12-05,17062.0,United Kingdom,179.64000000000001,6.90923076923077,1
2010-12-05,17211.0,United Kingdom,273.3,8.281818181818181,1
2010-12-05,17243.0,United Kingdom,256.90000000000003,23.35454545454546,1
2010-12-05,17402.0,United Kingdom,459.96999999999997,19.165416666666665,2
2010-12-05,17796.0,United Kingdom,114.65,6.03421052631579,1
2010-12-05,17858.0,United Kingdom,251.25,13.223684210526315,1
2010-12-05,17863.0,United Kingdom,384.71999999999997,18.32,1
2010-12-05,17965.0,United Kingdom,37.35,5.335714285714286,1
2010-12-05,18055.0,United Kingdom,431.45,22.707894736842103,1
2010-12-05,18109.0,United Kingdom,277.45,19.817857142857143,1
2010-12-05,18118.0,United Kingdom,475.86,4.03271186440678,1
2010-12-05,18156.0,United Kingdom,206.23000000000002,3.749636363636364,1
2010-12-06,12708.0,Germany,196.44,14.031428571428572,1
2010-12-06,12748.0,United Kingdom,215.19,3.6472881355932203,2
2010-12-06,12808.0,Portugal,129.4,18.485714285714288,1
2010-12-06,12913.0,United Kingdom,417.62,104.405,1
2010-12-06,13030.0,United Kingdom,427.74,7.1290000000000004,1
2010-12-06,13089.0,United Kingdom,2496.2200000000003,64.00564102564103,2
2010-12-06,13094.0,United Kingdom,223.68,74.56,1
2010-12-06,13155.0,United Kingdom,379.7,7.301923076923076,1
2010-12-06,13468.0,United Kingdom,222.18,15.870000000000001,1
2010-12-06,13495.0,United Kingdom,510.95,36.496428571428574,1
2010-12-06,13497.0,United Kingdom,153.5,17.055555555555557,1
2010-12-06,13564.0,United Kingdom,540.0,13.170731707317072,1
2010-12-06,13652.0,United Kingdom,308.8,17.155555555555555,1
2010-12-06,14085.0,United Kingdom,308.05,25.670833333333334,1
2010-12-06,14189.0,United Kingdom,311.24,34.58222222222222,1
2010-12-06,14215.0,United Kingdom,166.0,27.666666666666668,1
2010-12-06,14293.0,United Kingdom,364.92,24.328,1
2010-12-06,14344.0,United Kingdom,322.8,26.900000000000002,1
2010-12-06,14409.0,United Kingdom,328.80000000000007,164.40000000000003,2
2010-12-06,14443.0,United Kingdom,303.5,15.175,1
2010-12-06,14487.0,United Kingdom,125.10000000000001,9.623076923076924,1
2010-12-06,14667.0,United Kingdom,511.56,21.315,1
2010-12-06,14708.0,United Kingdom,419.06,34.92166666666667,1
2010-12-06,14748.0,United Kingdom,470.42,14.700625,2
2010-12-06,14825.0,United Kingdom,184.10000000000002,18.410000000000004,1
2010-12-06,14911.0,EIRE,1182.5,32.84722222222222,3
2010-12-06,15028.0,United Kingdom,185.97,13.28357142857143,1
2010-12-06,15039.0,United Kingdom,611.51,10.919821428571428,1
2010-12-06,15048.0,United Kingdom,98.7,4.291304347826087,1
2010-12-06,15078.0,United Kingdom,475.15000000000003,21.597727272727273,2
2010-12-06,15194.0,United Kingdom,406.16,25.385,1
2010-12-06,15301.0,United Kingdom,673.37,19.805,1
2010-12-06,15304.0,United Kingdom,123.15,24.630000000000003,1
2010-12-06,15356.0,United Kingdom,150.22,2.8343396226415094,1
2010-12-06,15502.0,United Kingdom,192.7,32.11666666666667,1
2010-12-06,15602.0,United Kingdom,92.55000000000001,30.850000000000005,1
2010-12-06,15860.0,United Kingdom,102.66,6.843999999999999,1
2010-12-06,15882.0,United Kingdom,371.32000000000005,23.207500000000003,2
2010-12-06,15898.0,United Kingdom,382.69,6.486271186440678,1
2010-12-06,15899.0,United Kingdom,56.25,14.0625,1
2010-12-06,15919.0,United Kingdom,270.72,5.524897959183674,1
2010-12-06,15984.0,United Kingdom,122.7,24.54,1
2010-12-06,15987.0,United Kingdom,113.48,12.60888888888889,1
2010-12-06,16161.0,United Kingdom,164.2,10.946666666666665,1
2010-12-06,16210.0,United Kingdom,2263.8,205.8,1
2010-12-06,16550.0,United Kingdom,554.66,11.555416666666666,1
2010-12-06,16638.0,United Kingdom,50.400000000000006,25.200000000000003,1
2010-12-06,16654.0,United Kingdom,227.4,25.266666666666666,1
2010-12-06,16658.0,United Kingdom,123.24,15.405,1
2010-12-06,16710.0,United Kingdom,375.47,6.4736206896551725,1
2010-12-06,16719.0,United Kingdom,430.73,9.789318181818182,1
2010-12-06,16722.0,United Kingdom,480.68,30.0425,1
2010-12-06,16817.0,United Kingdom,244.20000000000002,24.42,1
2010-12-06,16858.0,United Kingdom,375.69000000000005,37.569,1
2010-12-06,16898.0,United Kingdom,116.08,3.6275,1
2010-12-06,16919.0,United Kingdom,198.35,9.01590909090909,1
2010-12-06,16955.0,United Kingdom,33.0,33.0,1
2010-12-06,17019.0,United Kingdom,358.82,7.322857142857143,1
2010-12-06,17068.0,United Kingdom,166.15,6.922916666666667,1
2010-12-06,17191.0,United Kingdom,510.11,7.0848611111111115,3
2010-12-06,17218.0,United Kingdom,292.54,5.736078431372549,1
2010-12-06,17223.0,United Kingdom,292.84000000000003,9.761333333333335,1
2010-12-06,17227.0,United Kingdom,142.25,14.225,1
2010-12-06,17259.0,United Kingdom,381.64,4.386666666666667,1
2010-12-06,17320.0,United Kingdom,450.92,20.496363636363636,1
2010-12-06,17381.0,United Kingdom,2567.6400000000003,513.528,1
2010-12-06,17428.0,United Kingdom,353.0,39.22222222222222,1
2010-12-06,17519.0,United Kingdom,335.3,18.62777777777778,1
2010-12-06,17596.0,United Kingdom,392.62,6.543666666666667,1
2010-12-06,17674.0,United Kingdom,300.66,27.332727272727276,1
2010-12-06,17677.0,United Kingdom,965.0,43.86363636363637,3
2010-12-06,17682.0,United Kingdom,391.5,21.75,1
2010-12-06,17691.0,United Kingdom,142.5,15.833333333333334,1
2010-12-06,17757.0,United Kingdom,149.0,7.842105263157895,1
2010-12-06,17812.0,United Kingdom,217.54999999999998,6.592424242424242,1
2010-12-06,17841.0,United Kingdom,406.69,8.841086956521739,1
2010-12-06,17860.0,United Kingdom,252.8,4.358620689655172,1
2010-12-06,17869.0,United Kingdom,214.32,13.395,1
2010-12-06,17884.0,United Kingdom,137.11,3.8086111111111114,1
2010-12-06,17920.0,United Kingdom,221.5,15.821428571428571,1
2010-12-06,18113.0,United Kingdom,76.32000000000001,76.32000000000001,1
2010-12-06,18219.0,United Kingdom,210.19,16.16846153846154,1
2010-12-07,12347.0,Iceland,711.79,22.960967741935484,1
2010-12-07,12567.0,France,415.46,20.773,1
2010-12-07,12647.0,Germany,596.8,35.10588235294117,1
2010-12-07,12681.0,France,1033.52,25.20780487804878,1
2010-12-07,12748.0,United Kingdom,306.84000000000003,5.200677966101695,1
2010-12-07,12839.0,United Kingdom,402.61,18.300454545454546,1
2010-12-07,12971.0,United Kingdom,111.54,18.59,1
2010-12-07,13173.0,United Kingdom,165.94,7.214782608695652,1
2010-12-07,13488.0,United Kingdom,1381.92,30.709333333333333,1
2010-12-07,13569.0,United Kingdom,118.32,4.93,1
2010-12-07,13756.0,United Kingdom,532.8000000000001,266.40000000000003,1
2010-12-07,13769.0,United Kingdom,322.3,32.230000000000004,1
2010-12-07,13786.0,United Kingdom,230.4,32.91428571428572,1
2010-12-07,13807.0,United Kingdom,112.6,16.085714285714285,1
2010-12-07,13880.0,United Kingdom,97.8,16.3,1
2010-12-07,13963.0,United Kingdom,151.3,21.614285714285717,1
2010-12-07,14135.0,United Kingdom,319.0,22.785714285714285,1
2010-12-07,14176.0,United Kingdom,159.55,17.727777777777778,1
2010-12-07,14282.0,United Kingdom,571.0,43.92307692307692,1
2010-12-07,14344.0,United Kingdom,17.85,17.85,1
2010-12-07,14673.0,United Kingdom,373.49,24.899333333333335,1
2010-12-07,14733.0,United Kingdom,1830.02,65.35785714285714,1
2010-12-07,14739.0,United Kingdom,713.88,59.49,1
2010-12-07,14907.0,United Kingdom,618.07,22.073928571428574,1
2010-12-07,15002.0,United Kingdom,631.65,20.375806451612902,1
2010-12-07,15018.0,United Kingdom,111.25,22.25,1
2010-12-07,15024.0,United Kingdom,491.22,10.23375,2
2010-12-07,15061.0,United Kingdom,2022.16,126.385,1
2010-12-07,15081.0,United Kingdom,111.15,13.89375,1
2010-12-07,15180.0,United Kingdom,87.5,14.583333333333334,1
