CustomerID,Date,Country,MonthYear,Week,TotalAmount,CountOfUniqueInvoices
12378.0,2011-08-02,Switzerland,2011-08,2011-08-01,4008.62,1
12379.0,2011-06-22,Belgium,2011-06,2011-06-20,459.84,1
12379.0,2011-09-19,Belgium,2011-09,2011-09-19,392.40000000000003,1
12380.0,2011-06-07,Belgium,2011-06,2011-06-06,607.5500000000001,1
12380.0,2011-09-22,Belgium,2011-09,2011-09-19,626.01,1
12380.0,2011-10-14,Belgium,2011-10,2011-10-10,450.86,1
12380.0,2011-11-18,Belgium,2011-11,2011-11-14,1040.39,1
12381.0,2011-08-12,Norway,2011-08,2011-08-08,1268.74,1
12381.0,2011-10-11,Norway,2011-10,2011-10-10,6.0,1
12381.0,2011-10-12,Norway,2011-10,2011-10-10,4.5,1
12381.0,2011-11-06,Norway,2011-11,2011-10-31,419.06,1
12381.0,2011-12-05,Norway,2011-12,2011-12-05,147.01,1
12383.0,2010-12-22,Belgium,2010-12,2010-12-20,600.72,1
12383.0,2011-01-12,Belgium,2011-01,2011-01-10,651.16,1
12383.0,2011-03-14,Belgium,2011-03,2011-03-14,357.07,1
12383.0,2011-04-15,Belgium,2011-04,2011-04-11,142.16,1
12383.0,2011-06-08,Belgium,2011-06,2011-06-06,99.45,1
12384.0,2011-08-10,Switzerland,2011-08,2011-08-08,292.69,1
12384.0,2011-11-11,Switzerland,2011-11,2011-11-07,292.58,1
12386.0,2010-12-08,Australia,2010-12,2010-12-06,258.9,1
12386.0,2011-01-06,Australia,2011-01,2011-01-03,143.0,1
12388.0,2011-01-17,Australia,2011-01,2011-01-17,431.3,1
12388.0,2011-02-07,Australia,2011-02,2011-02-07,124.05000000000001,1
12388.0,2011-03-09,Australia,2011-03,2011-03-07,210.9,1
12388.0,2011-07-14,Australia,2011-07,2011-07-11,902.09,1
12388.0,2011-09-25,Australia,2011-09,2011-09-19,825.9200000000001,1
12388.0,2011-11-24,Australia,2011-11,2011-11-21,286.4,1
12390.0,2011-09-21,Belgium,2011-09,2011-09-19,549.84,1
12391.0,2011-11-18,Cyprus,2011-11,2011-11-14,460.89,1
12393.0,2011-01-11,Australia,2011-01,2011-01-10,462.5,1
12393.0,2011-01-14,Australia,2011-01,2011-01-10,177.00000000000003,1
12393.0,2011-04-08,Australia,2011-04,2011-04-04,421.6,1
12393.0,2011-09-28,Australia,2011-09,2011-09-26,521.5,1
12394.0,2011-05-06,Belgium,2011-05,2011-05-02,381.08,1
12394.0,2011-10-07,Denmark,2011-10,2011-10-03,891.4,1
12395.0,2010-12-03,Belgium,2010-12,2010-11-29,346.1,1
12395.0,2010-12-17,Belgium,2010-12,2010-12-13,333.82,1
12395.0,2011-02-11,Belgium,2011-02,2011-02-07,231.51,1
12395.0,2011-03-23,Belgium,2011-03,2011-03-21,326.5,1
12395.0,2011-05-05,Belgium,2011-05,2011-05-02,149.97,1
12395.0,2011-05-12,Belgium,2011-05,2011-05-09,181.82,1
12395.0,2011-06-30,Belgium,2011-06,2011-06-27,163.9,1
12395.0,2011-08-19,Belgium,2011-08,2011-08-15,165.95,1
12395.0,2011-10-04,Belgium,2011-10,2011-10-03,346.68,1
12395.0,2011-11-08,Belgium,2011-11,2011-11-07,506.55,2
12395.0,2011-11-20,Belgium,2011-11,2011-11-14,265.83,1
12397.0,2011-07-27,Belgium,2011-07,2011-07-25,1214.81,1
12397.0,2011-11-04,Belgium,2011-11,2011-10-31,1195.09,1
12398.0,2011-10-25,Switzerland,2011-10,2011-10-24,1635.6599999999999,1
12399.0,2011-03-23,Belgium,2011-03,2011-03-21,288.05,1
12399.0,2011-05-10,Belgium,2011-05,2011-05-09,480.90000000000003,1
12399.0,2011-06-09,Belgium,2011-06,2011-06-06,130.08,1
12399.0,2011-08-12,Belgium,2011-08,2011-08-08,209.62,1
12401.0,2011-02-09,Belgium,2011-02,2011-02-07,84.3,1
12402.0,2011-01-20,Belgium,2011-01,2011-01-17,225.6,1
12403.0,2011-10-21,Denmark,2011-10,2011-10-17,427.7,1
12405.0,2011-07-14,Finland,2011-07,2011-07-11,1710.39,1
12406.0,2011-06-09,Denmark,2011-06,2011-06-06,1621.25,1
12406.0,2011-11-17,Denmark,2011-11,2011-11-14,1794.05,1
12407.0,2011-03-20,Belgium,2011-03,2011-03-14,226.3,1
12407.0,2011-04-18,Belgium,2011-04,2011-04-18,269.66,1
12407.0,2011-07-06,Belgium,2011-07,2011-07-04,719.06,1
12407.0,2011-07-28,Belgium,2011-07,2011-07-25,192.34,1
12407.0,2011-10-21,Belgium,2011-10,2011-10-17,300.76,1
12408.0,2011-03-24,Belgium,2011-03,2011-03-21,837.59,2
12408.0,2011-06-17,Belgium,2011-06,2011-06-13,654.18,1
12408.0,2011-09-02,Belgium,2011-09,2011-08-29,642.28,1
12408.0,2011-11-07,Belgium,2011-11,2011-11-07,754.5,1
12409.0,2011-06-10,Switzerland,2011-06,2011-06-06,6207.08,1
12409.0,2011-09-21,Switzerland,2011-09,2011-09-19,4.95,1
12409.0,2011-09-22,Switzerland,2011-09,2011-09-19,4860.64,1
12410.0,2011-02-04,Switzerland,2011-02,2011-01-31,693.3299999999999,2
12412.0,2011-06-23,Denmark,2011-06,2011-06-20,514.5,1
12412.0,2011-07-25,Denmark,2011-07,2011-07-25,376.24,1
12412.0,2011-09-26,Denmark,2011-09,2011-09-26,336.14,1
12413.0,2011-01-06,France,2011-01,2011-01-03,479.25,1
12413.0,2011-04-17,France,2011-04,2011-04-11,84.65,1
12413.0,2011-10-04,France,2011-10,2011-10-03,194.20000000000002,1
12414.0,2011-02-02,Austria,2011-02,2011-01-31,153.76,1
12414.0,2011-04-26,Austria,2011-04,2011-04-25,242.8,1
12414.0,2011-05-06,Austria,2011-05,2011-05-02,165.85,1
12415.0,2011-01-06,Australia,2011-01,2011-01-03,7011.38,1
12415.0,2011-01-10,Australia,2011-01,2011-01-10,81.6,1
12415.0,2011-02-15,Australia,2011-02,2011-02-14,14022.92,1
12415.0,2011-03-03,Australia,2011-03,2011-02-28,16726.84,1
12415.0,2011-04-01,Australia,2011-04,2011-03-28,350.0,1
12415.0,2011-05-17,Australia,2011-05,2011-05-16,11924.800000000001,1
12415.0,2011-05-20,Australia,2011-05,2011-05-16,766.3599999999999,1
12415.0,2011-06-15,Australia,2011-06,2011-06-13,23426.81,2
12415.0,2011-07-13,Australia,2011-07,2011-07-11,2796.36,2
12415.0,2011-07-19,Australia,2011-07,2011-07-18,158.65,1
12415.0,2011-08-18,Australia,2011-08,2011-08-15,21880.44,1
12415.0,2011-09-01,Australia,2011-09,2011-08-29,2941.7200000000003,2
12415.0,2011-10-05,Australia,2011-10,2011-10-03,16471.77,2
12415.0,2011-11-02,Australia,2011-11,2011-10-31,624.24,1
12415.0,2011-11-03,Australia,2011-11,2011-10-31,375.24,1
12415.0,2011-11-15,Australia,2011-11,2011-11-14,5355.4,2
12417.0,2010-12-17,Belgium,2010-12,2010-12-13,291.34,1
12417.0,2011-01-25,Belgium,2011-01,2011-01-24,323.44,1
12417.0,2011-03-03,Belgium,2011-03,2011-02-28,410.0,1
12417.0,2011-04-28,Spain,2011-04,2011-04-25,436.3,1
12417.0,2011-06-05,Belgium,2011-06,2011-05-30,437.19,1
12417.0,2011-08-04,Belgium,2011-08,2011-08-01,355.56,1
12417.0,2011-08-25,Belgium,2011-08,2011-08-22,562.69,1
12417.0,2011-10-31,Belgium,2011-10,2011-10-31,462.85,1
12417.0,2011-12-06,Belgium,2011-12,2011-12-05,369.73,1
12418.0,2011-08-19,Switzerland,2011-08,2011-08-15,668.58,1
12420.0,2011-10-07,Cyprus,2011-10,2011-10-03,600.39,1
12421.0,2011-01-24,Spain,2011-01,2011-01-24,157.45,1
12421.0,2011-06-19,Spain,2011-06,2011-06-13,239.35,1
12421.0,2011-08-17,Spain,2011-08,2011-08-15,231.76,1
12421.0,2011-11-24,Spain,2011-11,2011-11-21,178.48,1
12422.0,2011-01-19,Australia,2011-01,2011-01-17,238.5,1
12422.0,2011-06-24,Switzerland,2011-06,2011-06-20,417.36,1
12422.0,2011-09-05,Australia,2011-09,2011-09-05,147.7,1
12423.0,2010-12-21,Belgium,2010-12,2010-12-20,237.93,1
12423.0,2011-02-21,Belgium,2011-02,2011-02-21,192.31,1
12423.0,2011-03-21,Belgium,2011-03,2011-03-21,347.35,1
12423.0,2011-04-07,Belgium,2011-04,2011-04-04,255.36,1
12423.0,2011-05-23,Belgium,2011-05,2011-05-23,333.82,1
12423.0,2011-06-01,Belgium,2011-06,2011-05-30,84.92,1
12423.0,2011-08-31,Belgium,2011-08,2011-08-29,198.98,1
12423.0,2011-12-09,Belgium,2011-12,2011-12-05,208.64000000000001,1
12424.0,2011-06-30,Australia,2011-06,2011-06-27,1760.96,2
12425.0,2011-09-22,Portugal,2011-09,2011-09-19,777.2,1
12426.0,2011-05-29,Germany,2011-05,2011-05-23,582.73,1
12427.0,2010-12-03,Germany,2010-12,2010-11-29,303.5,1
12427.0,2011-10-10,Germany,2011-10,2011-10-10,282.58,1
12427.0,2011-11-18,Germany,2011-11,2011-11-14,239.72,1
12428.0,2011-03-01,Finland,2011-03,2011-02-28,4969.22,3
12428.0,2011-03-20,Finland,2011-03,2011-03-14,409.2,1
12428.0,2011-03-30,Finland,2011-03,2011-03-28,558.4,1
12428.0,2011-04-11,Finland,2011-04,2011-04-11,373.72,1
12428.0,2011-07-05,Finland,2011-07,2011-07-04,632.44,1
12428.0,2011-08-11,Finland,2011-08,2011-08-08,605.14,1
12428.0,2011-11-14,Finland,2011-11,2011-11-14,408.34000000000003,1
12429.0,2010-12-09,Denmark,2010-12,2010-12-06,1281.5,1
12429.0,2011-04-26,Austria,2011-04,2011-04-25,437.98,1
12429.0,2011-06-20,Denmark,2011-06,2011-06-20,1125.4,1
12429.0,2011-11-30,Denmark,2011-11,2011-11-28,905.52,1
12430.0,2011-10-27,Norway,2011-10,2011-10-24,256.4,1
12431.0,2010-12-01,Australia,2010-12,2010-11-29,358.25,1
12431.0,2010-12-17,Australia,2010-12,2010-12-13,415.7,1
12431.0,2011-01-28,Australia,2011-01,2011-01-24,384.68,1
12431.0,2011-02-17,Belgium,2011-02,2011-02-14,640.1,1
12431.0,2011-02-27,Australia,2011-02,2011-02-21,412.55,1
12431.0,2011-05-12,Australia,2011-05,2011-05-09,475.16,1
12431.0,2011-05-23,Australia,2011-05,2011-05-23,472.09,1
12431.0,2011-07-19,Australia,2011-07,2011-07-18,483.02000000000004,1
12431.0,2011-07-24,Australia,2011-07,2011-07-18,505.46,1
12431.0,2011-07-26,Australia,2011-07,2011-07-25,118.8,1
12431.0,2011-08-12,Australia,2011-08,2011-08-08,608.76,1
12431.0,2011-10-06,Australia,2011-10,2011-10-03,678.76,2
12431.0,2011-10-10,Belgium,2011-10,2011-10-10,332.68,1
12431.0,2011-11-04,Australia,2011-11,2011-10-31,601.44,1
12432.0,2011-06-20,Norway,2011-06,2011-06-20,3316.6600000000003,2
12432.0,2011-06-22,Norway,2011-06,2011-06-20,700.0,1
12432.0,2011-10-28,Norway,2011-10,2011-10-24,1042.66,2
12433.0,2010-12-01,Norway,2010-12,2010-11-29,1919.1399999999999,1
12433.0,2010-12-08,Norway,2010-12,2010-12-06,1867.98,1
12433.0,2011-09-09,Norway,2011-09,2011-09-05,2608.11,1
12433.0,2011-10-27,Norway,2011-10,2011-10-24,1498.66,1
12433.0,2011-11-30,Norway,2011-11,2011-11-28,2843.29,1
12433.0,2011-12-09,Norway,2011-12,2011-12-05,2638.69,2
12434.0,2011-03-24,Australia,2011-03,2011-03-21,286.25,1
12434.0,2011-09-16,Australia,2011-09,2011-09-12,519.89,1
12435.0,2011-03-17,Denmark,2011-03,2011-03-14,3978.9900000000002,1
12435.0,2011-09-21,Denmark,2011-09,2011-09-19,3850.9,1
12436.0,2011-09-01,Norway,2011-09,2011-08-29,509.01,1
12437.0,2011-01-12,France,2011-01,2011-01-10,392.7,1
12437.0,2011-02-02,France,2011-02,2011-01-31,150.5,1
12437.0,2011-02-23,France,2011-02,2011-02-21,439.76,2
12437.0,2011-03-16,France,2011-03,2011-03-14,147.70999999999998,1
12437.0,2011-04-28,France,2011-04,2011-04-25,209.10000000000002,1
12437.0,2011-05-18,France,2011-05,2011-05-16,368.2,1
12437.0,2011-05-25,France,2011-05,2011-05-23,267.12,1
12437.0,2011-06-15,France,2011-06,2011-06-13,501.64,1
12437.0,2011-09-02,France,2011-09,2011-08-29,334.68,2
12437.0,2011-09-22,France,2011-09,2011-09-19,222.6,1
12437.0,2011-10-27,France,2011-10,2011-10-24,263.46,1
12437.0,2011-11-03,France,2011-11,2011-10-31,997.03,2
12437.0,2011-11-18,France,2011-11,2011-11-14,198.6,1
12437.0,2011-11-30,France,2011-11,2011-11-28,292.40999999999997,1
12437.0,2011-12-08,France,2011-12,2011-12-05,165.9,1
12438.0,2011-07-22,Norway,2011-07,2011-07-18,890.0699999999999,1
12438.0,2011-11-25,Norway,2011-11,2011-11-21,2016.78,1
12441.0,2010-12-08,France,2010-12,2010-12-06,173.55,1
12442.0,2011-12-06,Spain,2011-12,2011-12-05,172.06,1
12444.0,2011-06-21,Norway,2011-06,2011-06-20,1870.2,1
12444.0,2011-08-10,Norway,2011-08,2011-08-08,757.0699999999999,1
12444.0,2011-09-15,Norway,2011-09,2011-09-12,562.54,1
12444.0,2011-10-12,Norway,2011-10,2011-10-10,879.01,1
12444.0,2011-11-18,Norway,2011-11,2011-11-14,936.64,1
12445.0,2011-11-17,Spain,2011-11,2011-11-14,133.4,1
12446.0,2011-10-13,RSA,2011-10,2011-10-10,1002.3100000000001,1
12447.0,2011-04-10,Belgium,2011-04,2011-04-04,476.49,1
12448.0,2011-10-26,Spain,2011-10,2011-10-24,449.45,1
12449.0,2011-06-05,Belgium,2011-06,2011-05-30,858.9300000000001,1
12449.0,2011-08-02,Belgium,2011-08,2011-08-01,777.95,1
12449.0,2011-09-09,Belgium,2011-09,2011-09-05,1087.7,1
12449.0,2011-11-17,Belgium,2011-11,2011-11-14,1342.71,1
12450.0,2011-06-19,Spain,2011-06,2011-06-13,101.88,1
12450.0,2011-07-06,Spain,2011-07,2011-07-04,96.0,1
12451.0,2011-01-19,Switzerland,2011-01,2011-01-17,2919.5099999999998,1
12451.0,2011-05-05,Switzerland,2011-05,2011-05-02,2388.31,1
12451.0,2011-10-05,Switzerland,2011-10,2011-10-03,2539.56,1
12451.0,2011-11-18,Switzerland,2011-11,2011-11-14,925.64,1
12451.0,2011-11-29,Switzerland,2011-11,2011-11-28,262.5,1
12452.0,2011-11-23,Switzerland,2011-11,2011-11-21,430.57,2
12453.0,2011-07-28,Austria,2011-07,2011-07-25,707.09,1
12454.0,2011-10-14,Spain,2011-10,2011-10-10,3528.34,1
12455.0,2011-02-16,Cyprus,2011-02,2011-02-14,1683.9,1
12455.0,2011-02-17,Cyprus,2011-02,2011-02-14,15.0,1
12455.0,2011-06-03,Spain,2011-06,2011-05-30,264.4,1
12455.0,2011-07-06,Spain,2011-07,2011-07-04,134.5,1
12455.0,2011-08-04,Spain,2011-08,2011-08-01,78.56,1
12455.0,2011-09-27,Spain,2011-09,2011-09-26,290.5,1
12456.0,2011-03-30,Switzerland,2011-03,2011-03-28,940.1700000000001,1
12456.0,2011-07-31,Switzerland,2011-07,2011-07-25,1325.23,1
12456.0,2011-10-26,Switzerland,2011-10,2011-10-24,915.64,1
12457.0,2011-04-14,Switzerland,2011-04,2011-04-11,669.25,1
12457.0,2011-04-15,Switzerland,2011-04,2011-04-11,219.0,1
12457.0,2011-04-20,Switzerland,2011-04,2011-04-18,179.0,1
12457.0,2011-09-14,Switzerland,2011-09,2011-09-12,743.28,1
12457.0,2011-09-15,Switzerland,2011-09,2011-09-12,160.0,1
12457.0,2011-09-19,Cyprus,2011-09,2011-09-19,196.35,1
12457.0,2011-10-04,Cyprus,2011-10,2011-10-03,196.35,1
12458.0,2011-02-28,Switzerland,2011-02,2011-02-28,441.92,1
12458.0,2011-09-29,Switzerland,2011-09,2011-09-26,505.48,1
12461.0,2011-07-08,Switzerland,2011-07,2011-07-04,626.88,1
12461.0,2011-09-06,Switzerland,2011-09,2011-09-05,200.0,1
12462.0,2011-02-09,Spain,2011-02,2011-02-07,762.11,1
12462.0,2011-11-21,Spain,2011-11,2011-11-21,427.48,1
12463.0,2011-04-12,Belgium,2011-04,2011-04-11,350.57,1
12463.0,2011-05-17,Belgium,2011-05,2011-05-16,297.38,1
12463.0,2011-06-17,Belgium,2011-06,2011-06-13,337.84000000000003,1
12463.0,2011-10-17,Belgium,2011-10,2011-10-17,358.99,1
12464.0,2011-02-03,Belgium,2011-02,2011-01-31,213.89999999999998,1
12464.0,2011-02-28,Belgium,2011-02,2011-02-28,149.95,1
12464.0,2011-05-23,Belgium,2011-05,2011-05-23,181.0,2
12464.0,2011-07-13,Belgium,2011-07,2011-07-11,45.599999999999994,1
12464.0,2011-08-25,Belgium,2011-08,2011-08-22,190.1,1
12464.0,2011-11-17,Belgium,2011-11,2011-11-14,149.6,1
12464.0,2011-11-29,Belgium,2011-11,2011-11-28,281.9,1
12465.0,2011-06-23,Belgium,2011-06,2011-06-20,440.94,1
12465.0,2011-11-22,Belgium,2011-11,2011-11-21,301.25,1
12468.0,2011-01-27,Germany,2011-01,2011-01-24,220.59,1
12468.0,2011-06-05,Germany,2011-06,2011-05-30,508.95000000000005,1
12471.0,2010-12-10,Germany,2010-12,2010-12-06,2360.41,2
12471.0,2010-12-17,Germany,2010-12,2010-12-13,1513.95,2
12471.0,2011-01-13,Germany,2011-01,2011-01-10,753.4499999999999,1
12471.0,2011-02-03,Germany,2011-02,2011-01-31,947.4,1
12471.0,2011-02-23,Germany,2011-02,2011-02-21,388.3,1
12471.0,2011-03-18,Germany,2011-03,2011-03-14,878.3199999999999,2
12471.0,2011-04-04,Germany,2011-04,2011-04-04,674.29,2
12471.0,2011-05-13,Germany,2011-05,2011-05-09,881.1999999999999,2
12471.0,2011-07-04,Germany,2011-07,2011-07-04,30.0,1
12471.0,2011-07-07,Germany,2011-07,2011-07-04,948.26,2
12471.0,2011-08-22,Germany,2011-08,2011-08-22,1127.02,1
12471.0,2011-08-24,Germany,2011-08,2011-08-22,613.8,2
12471.0,2011-09-16,Germany,2011-09,2011-09-12,440.5,1
12471.0,2011-09-22,Germany,2011-09,2011-09-19,223.26,1
12471.0,2011-10-05,Germany,2011-10,2011-10-03,2385.38,2
12471.0,2011-11-03,Germany,2011-11,2011-10-31,725.72,1
12471.0,2011-11-17,Germany,2011-11,2011-11-14,1072.1200000000001,1
12471.0,2011-11-24,Germany,2011-11,2011-11-21,923.28,2
12471.0,2011-11-29,Germany,2011-11,2011-11-28,698.88,2
12471.0,2011-12-07,Germany,2011-12,2011-12-05,2238.5099999999998,1
12472.0,2010-12-05,Germany,2010-12,2010-11-29,1631.3,1
12472.0,2011-01-26,Germany,2011-01,2011-01-24,825.36,1
12472.0,2011-03-17,Germany,2011-03,2011-03-14,592.18,1
12472.0,2011-06-13,Germany,2011-06,2011-06-13,1266.66,1
12472.0,2011-07-24,Germany,2011-07,2011-07-18,612.1,1
12472.0,2011-10-19,Germany,2011-10,2011-10-17,1376.43,1
12472.0,2011-11-07,Germany,2011-11,2011-11-07,268.08,1
12473.0,2011-06-01,Germany,2011-06,2011-05-30,672.1899999999999,1
12473.0,2011-08-17,Germany,2011-08,2011-08-15,514.06,1
12473.0,2011-10-17,Germany,2011-10,2011-10-17,1697.98,1
12473.0,2011-11-10,Germany,2011-11,2011-11-07,1054.32,2
12474.0,2011-01-14,Germany,2011-01,2011-01-10,249.4,2
12474.0,2011-01-26,Germany,2011-01,2011-01-24,350.4,1
12474.0,2011-02-25,Germany,2011-02,2011-02-21,287.58000000000004,1
12474.0,2011-03-18,Germany,2011-03,2011-03-14,806.47,1
12474.0,2011-03-28,Germany,2011-03,2011-03-28,257.2,1
12474.0,2011-05-17,Germany,2011-05,2011-05-16,760.28,1
12474.0,2011-05-23,Germany,2011-05,2011-05-23,7.800000000000001,1
12474.0,2011-06-21,Germany,2011-06,2011-06-20,427.76,1
12474.0,2011-06-26,Germany,2011-06,2011-06-20,44.25,1
12474.0,2011-07-12,Germany,2011-07,2011-07-11,191.60000000000002,1
12474.0,2011-07-25,Germany,2011-07,2011-07-25,513.64,1
12474.0,2011-09-02,Germany,2011-09,2011-08-29,465.68,1
12474.0,2011-10-11,Germany,2011-10,2011-10-10,522.36,1
12474.0,2011-10-17,Germany,2011-10,2011-10-17,572.23,1
12474.0,2011-10-20,Germany,2011-10,2011-10-17,740.41,1
12474.0,2011-11-15,Germany,2011-11,2011-11-14,762.5600000000001,1
12474.0,2011-11-22,Germany,2011-11,2011-11-21,416.17,1
12475.0,2011-10-17,Germany,2011-10,2011-10-17,723.38,1
12476.0,2010-12-13,Germany,2010-12,2010-12-13,12.45,1
12476.0,2011-01-31,Germany,2011-01,2011-01-31,549.58,1
12476.0,2011-02-14,Germany,2011-02,2011-02-14,160.2,1
12476.0,2011-04-19,Germany,2011-04,2011-04-18,1411.67,1
12476.0,2011-05-05,Germany,2011-05,2011-05-02,311.2,1
12476.0,2011-07-21,Germany,2011-07,2011-07-18,746.5699999999999,1
12476.0,2011-09-16,Germany,2011-09,2011-09-12,533.6,1
12476.0,2011-10-25,Germany,2011-10,2011-10-24,1097.16,2
12476.0,2011-11-14,Germany,2011-11,2011-11-14,243.53,1
12476.0,2011-11-24,Germany,2011-11,2011-11-21,1750.46,1
12477.0,2011-02-11,Germany,2011-02,2011-02-07,2355.9500000000003,1
12477.0,2011-04-14,Germany,2011-04,2011-04-11,2221.02,1
12477.0,2011-08-31,Germany,2011-08,2011-08-29,4257.0599999999995,1
12477.0,2011-10-07,Germany,2011-10,2011-10-03,1059.24,1
12477.0,2011-10-14,Germany,2011-10,2011-10-10,1288.78,1
12477.0,2011-11-17,Germany,2011-11,2011-11-14,2037.69,1
12478.0,2011-12-06,Greece,2011-12,2011-12-05,680.99,1
12479.0,2011-11-28,Germany,2011-11,2011-11-28,527.2,1
12480.0,2011-01-07,Germany,2011-01,2011-01-03,816.25,1
12480.0,2011-03-17,Germany,2011-03,2011-03-14,771.02,1
12480.0,2011-07-19,Germany,2011-07,2011-07-18,557.6800000000001,1
12480.0,2011-11-11,Germany,2011-11,2011-11-07,1136.6799999999998,1
12481.0,2010-12-09,Germany,2010-12,2010-12-06,159.38,1
12481.0,2010-12-20,Germany,2010-12,2010-12-20,631.96,1
12481.0,2011-01-07,Germany,2011-01,2011-01-03,603.09,1
12481.0,2011-03-28,Germany,2011-03,2011-03-28,832.34,2
12481.0,2011-05-19,Germany,2011-05,2011-05-16,873.78,2
